"geometry","juridique","pdipr","nom_commun","deliberati","nom_juridi"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[275632.430592939,6839673.565091657],[275631.004316932,6839662.183820138],[275632.82884825,6839654.525799894],[275637.038448405,6839646.89176734],[275643.205614648,6839636.144535986],[275643.811936276,6839629.726450883]]}","chemin rural","2023-05-02","SAINT-BRIEUC","2022-05-09","BH(522) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[240470.153256014,6844218.14420839],[240470.160388638,6844218.143259879],[240471.909689877,6844167.401579658],[240472.997639443,6844060.691026162],[240474.721188383,6843917.558643611]]}","chemin rural","2026-06-22","MOUSTERU","2025-12-12","CR 51"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[314718.928115588,6811317.411909051],[314710.30307425,6811314.514941198],[314699.896896034,6811314.139819543],[314652.736272955,6811317.6110703],[314635.591492384,6811318.090186837],[314612.314506104,6811316.570494377],[314557.222355361,6811310.602480137],[314520.629609196,6811304.833884088],[314496.542328828,6811299.523283124],[314487.577308874,6811295.71870451],[314478.816624746,6811287.545349587],[314478.823800565,6811287.539798848]]}","chemin rural","2025-02-03","CAULNES","2024-07-12","CE 111"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[241450.48028649,6821888.424474988],[241458.645773984,6821876.652628],[241465.739451356,6821860.346063684],[241486.628667282,6821811.169703907],[241507.424237353,6821761.534403176],[241530.529959945,6821704.675197274],[241565.331537328,6821618.530799683],[241590.352045102,6821553.751342664],[241605.949066255,6821513.781672672],[241620.055703334,6821489.743567542],[241653.508689101,6821448.250723745],[241705.074121871,6821399.866161698],[241744.354883449,6821362.685424282]]}","chemin rural","2025-12-15","LANRIVAIN,SAINT-NICOLAS-DU-PELEM","2025-09-16","C(1071,1094) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[247270.740532624,6838783.994629146],[247255.021180069,6838793.965190497],[247234.052800614,6838803.638344192],[247210.092997558,6838814.135131413],[247183.628852385,6838826.371028816],[247166.997742317,6838838.527549936],[247147.923042491,6838853.306927886],[247144.971252293,6838854.6313521]]}","chemin rural","2025-12-15","SAINT-ADRIEN","2025-07-31","chemin de Guenterezou"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[229986.571157479,6803884.300839624],[229993.085741816,6803883.947764116],[230018.604798841,6803895.873902296],[230038.136181052,6803905.110146962],[230051.886363091,6803907.51761349],[230071.556959877,6803904.271121296],[230093.754883994,6803902.143490277],[230117.66154897,6803900.002084443],[230149.237000889,6803897.109321994],[230188.672248031,6803887.407731297],[230197.047201313,6803888.719292473],[230202.217647492,6803894.163926375],[230230.074681473,6803924.628746082],[230244.36781344,6803938.604059335],[230258.491505955,6803942.717364782],[230275.225705573,6803943.391922114],[230289.178737935,6803941.210832521],[230303.455083004,6803938.227673542],[230309.464463953,6803932.453077021],[230314.988216438,6803907.345386402],[230319.628258776,6803884.183517578],[230328.274615307,6803863.377748276],[230337.659601333,6803848.661929178],[230352.101867202,6803821.63358702],[230363.298221229,6803793.60210327],[230371.375157187,6803772.820911909],[230377.18572759,6803768.416998468],[230402.288824715,6803773.37116811],[230445.811223454,6803787.210781614],[230497.465680696,6803805.701668388],[230507.85642651,6803800.46136847],[230542.703471356,6803779.444382467],[230565.312808991,6803768.849113903],[230575.707732019,6803767.8459328],[230586.163163634,6803770.629718935],[230607.875916736,6803782.696455297],[230621.209700125,6803789.234499127],[230637.278331632,6803792.882422758],[230655.256860248,6803791.718172359],[230667.473105255,6803789.79091878],[230674.247145993,6803789.616389774],[230676.927428038,6803795.048458183]]}","chemin rural","2026-06-22","MELLIONNEC","2025-12-18","CR22"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[246982.742758926,6838025.958689616],[246976.425119641,6838023.271450007],[246972.936234222,6838014.465300266],[246967.842849294,6837996.308130672],[246966.217722539,6837976.973704524],[246962.256483503,6837954.220349619],[246956.821313574,6837934.576898525],[246952.115261583,6837919.83440294],[246946.798802459,6837911.182916445],[246941.789390718,6837903.428372345],[246934.085763984,6837896.175267788],[246925.550960346,6837889.948216381],[246918.201944808,6837885.770267509],[246911.421182785,6837885.135447323],[246897.121321926,6837885.250878901],[246883.016550631,6837883.53591302],[246876.382859107,6837882.550130672],[246871.78231764,6837880.878367427],[246867.529421413,6837877.704763086],[246863.58959381,6837872.459963541],[246861.807884614,6837863.440162698],[246857.090782909,6837847.328638468],[246855.257799588,6837835.670950491],[246846.512675884,6837799.674766592],[246838.326211434,6837777.17537991],[246833.249526709,6837761.086746494],[246831.11482032,6837749.19164932],[246828.103764926,6837732.726573826],[246827.694624989,6837722.896209223],[246823.871932745,6837691.307429776],[246820.377805969,6837681.851742752],[246810.807029681,6837673.564386625],[246808.268488221,6837671.066500041],[246808.264398588,6837671.059244233]]}","chemin rural","2025-12-15","SAINT-ADRIEN","2025-07-31","Chemin du Mouln au Pont Kerambellec"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[273555.361153138,6840594.293691384],[273584.145248252,6840587.195130196],[273619.591118268,6840580.842141667],[273638.346799853,6840579.321224024],[273650.18248756,6840582.193535827],[273667.048825406,6840588.013221197],[273682.644971672,6840592.474062455],[273696.049158175,6840592.8152911],[273706.229917585,6840591.243848282],[273715.131265358,6840587.174365124],[273737.24086075,6840574.053707093],[273747.687414432,6840564.575171206],[273759.190668373,6840556.007494736],[273772.734344226,6840547.65315731]]}","chemin rural","2023-05-02","SAINT-BRIEUC","2022-05-09","AD(91,10,12) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[334333.557593763,6830439.241386287],[334338.026535105,6830454.31192745],[334343.775259338,6830471.793830918],[334343.873136572,6830483.815290014],[334340.907453046,6830498.839774109],[334335.28403565,6830511.477448605],[334325.961234232,6830518.988564516],[334303.011303378,6830528.229587659],[334284.370082775,6830529.060923723],[334276.337743085,6830529.366167147],[334249.215836732,6830529.2373643]]}","chemin rural","2026-06-22","SAINT-HELEN","2026-03-05","ZD (82) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[239427.329250509,6843491.960967877],[239427.326046839,6843491.964962033],[239434.197756723,6843507.589501025],[239449.115994899,6843539.528655851],[239463.687383827,6843573.069585897],[239483.840495764,6843614.70028969],[239495.852150903,6843643.115161215],[239509.732652381,6843672.774153589],[239525.095902209,6843704.130093407],[239535.773566035,6843723.271666174],[239546.669943059,6843739.793150065],[239561.035089192,6843758.914973524],[239578.701458144,6843778.449888067],[239596.329218473,6843793.198176299],[239617.275364571,6843806.770433332],[239653.342567992,6843832.822661394],[239681.105941503,6843855.264221138],[239704.36740086,6843873.394874376],[239725.825533979,6843890.970437747],[239742.216270634,6843908.466952202],[239757.347008334,6843925.863700401],[239807.195455425,6843987.85171174],[239833.903789876,6844020.735109471],[239859.23808843,6844050.531572021],[239878.298404665,6844072.468370115]]}","chemin rural","2026-06-22","MOUSTERU","2025-12-12","ZO(73) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[247916.23167946,6838189.002663712],[247920.343693327,6838183.723362343],[247943.861819443,6838159.369051456],[247979.460738935,6838116.269213394],[248003.829175657,6838085.831948561],[248022.550407477,6838065.193996411]]}","chemin rural","2025-12-15","SAINT-ADRIEN","2025-07-31","Chemin de Guenterezou &agrave; Kertoudic"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[230677.328393983,6803795.861087006],[230677.508271837,6803796.225641481],[230676.08961075,6803806.190390612],[230671.814831459,6803815.158849548],[230671.062703604,6803822.270139052],[230674.028228474,6803833.118927147],[230676.397900785,6803844.43221001],[230691.366585338,6803942.205771328],[230698.470944909,6804053.663590186],[230706.806377871,6804094.698785803],[230711.752889101,6804124.428914064],[230709.969900965,6804133.826985425],[230677.434241914,6804144.052583],[230643.096674069,6804157.610477691],[230617.654249889,6804170.06735439],[230612.907566575,6804176.281472184],[230611.062791271,6804178.015189507],[230630.904170332,6804195.953083254],[230664.847094171,6804215.256303329],[230784.217606679,6804281.039163219],[230805.949349994,6804306.616676453],[230832.668567212,6804326.098048812],[230847.837374717,6804333.410770188],[230860.57024761,6804336.066269549],[230880.421582976,6804340.363241018],[230905.781998473,6804347.483873658],[230919.545157513,6804351.500147322],[230939.51695877,6804359.583603763],[230951.108795001,6804364.348803955]]}","chemin rural","2026-06-22","MELLIONNEC","2025-12-18","CR131"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[246917.915974334,6836334.153791552],[246931.448816488,6836336.451752009],[246977.250260391,6836339.050111867],[247015.058976413,6836339.434460442],[247055.665362966,6836337.277848408],[247081.072544802,6836335.243930051],[247107.537723017,6836337.998376195],[247147.54282015,6836343.061960739],[247194.878372056,6836350.005118073],[247238.772312681,6836353.997977393],[247256.18029191,6836356.37582553],[247256.180472738,6836356.374994728]]}","chemin rural","2025-12-15","BOURBRIAC,SAINT-ADRIEN","2025-07-31","CR 7 dit de Pont Sull&eacute"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[275355.294377821,6838750.135585209],[275354.551587475,6838764.449665774],[275355.799050498,6838778.816576326],[275359.148053772,6838792.039764906],[275363.283632678,6838802.432754844],[275366.258690687,6838810.533809407],[275371.489813932,6838822.431214732],[275374.666188974,6838833.290280208],[275379.053604297,6838847.031698979],[275372.612816522,6838859.583028979],[275366.80984158,6838861.761975341]]}","chemin rural","2023-05-02","SAINT-BRIEUC","2022-05-09","CH(505) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[239828.484680363,6845234.874699185],[239817.836397967,6845236.437941719],[239810.318711059,6845241.08565138],[239801.905284105,6845246.190299002],[239784.347006797,6845254.926438266],[239763.248886568,6845267.118941318],[239746.591259824,6845272.290087069],[239718.921707289,6845280.068447437],[239688.281899518,6845283.863324153],[239667.086812119,6845284.034284177],[239648.018942995,6845287.745814073],[239634.415375826,6845292.422624229],[239593.262342418,6845312.332063164],[239568.610990953,6845322.604467698],[239543.489643698,6845330.362270685],[239509.327642828,6845339.801966796],[239477.666298621,6845347.042883048],[239444.986638443,6845354.411935516],[239415.266507361,6845360.717779733],[239385.120711534,6845370.005155178],[239353.447356571,6845375.757115926],[239333.185241245,6845376.370257968],[239311.878619548,6845377.581447932],[239293.249228563,6845379.900322771],[239275.060413339,6845381.086364782],[239245.95959341,6845378.682767271],[239200.820057549,6845376.408531671],[239161.795820351,6845377.752629211],[239128.180283494,6845384.319738664],[239099.532544389,6845393.485094715],[239070.40240202,6845402.314557922],[239019.584139549,6845420.812884625],[238980.032952195,6845442.318357465],[238873.034396099,6845491.030797306],[238838.462437754,6845505.400636828],[238807.639048579,6845516.172519674]]}","chemin rural","2021-10-11","MOUSTERU,TREGLAMUS","2020-12-17","CR du Mezo Meur a Guingamp"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[239313.982622715,6819119.290128111],[239299.715714619,6819150.603384504],[239285.997626926,6819181.520579761],[239278.674217238,6819197.413583456],[239269.148066069,6819218.253903671],[239256.140698576,6819245.534685947],[239242.814983163,6819273.834984506],[239229.823481982,6819301.313247173],[239218.569523983,6819328.057577501],[239204.168591313,6819360.420311518],[239191.678587462,6819386.665388631],[239185.289163124,6819404.274289962],[239178.679608495,6819426.673835268],[239173.02249191,6819435.87156432],[239166.431954334,6819443.353008996],[239153.762967353,6819454.695504116],[239146.974232415,6819462.192604471],[239137.695722267,6819476.051786506],[239129.22583487,6819490.045987435],[239112.240942672,6819509.883626752],[239090.231466115,6819534.294658851],[239074.08193442,6819552.077489264],[239067.418300341,6819561.155780589],[239063.953043111,6819567.793740263],[239060.815619332,6819578.582348409],[239062.940182943,6819597.905053305],[239062.940600078,6819597.905733882]]}","chemin rural","2026-06-22","PLOUNEVEZ-QUINTIN","2025-11-10","ZM(13) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[246808.264398588,6837671.059244233],[246800.816494455,6837657.84520743],[246792.218262664,6837640.046121839],[246783.649953193,6837614.81158377],[246774.98479901,6837592.43598698],[246769.624945096,6837578.408315561],[246768.174777535,6837569.605698915],[246767.750259472,6837561.584294628],[246767.574734495,6837539.839718754],[246767.994424093,6837506.407864004],[246769.189531749,6837483.612894668],[246781.620529565,6837448.824895588],[246786.352159342,6837425.881457165],[246793.752294863,6837391.823625099],[246797.865559296,6837377.699500383],[246801.201037483,6837348.93109332],[246806.906690449,6837320.37340633],[246812.010163546,6837298.926002605],[246817.142191712,6837281.016089208],[246822.260938565,6837265.174950278],[246834.999278565,6837238.749085481],[246842.984851138,6837221.505694042],[246846.682715982,6837211.632187245],[246847.292691153,6837201.773613066],[246845.422251274,6837181.761617305],[246843.888030613,6837162.546392618],[246846.845484975,6837146.372926836],[246851.299132933,6837129.84760261],[246855.08262967,6837115.72614246],[246861.566602861,6837098.165086278],[246867.734603617,6837082.315479524],[246871.845123343,6837067.851599007],[246873.934674729,6837055.582628246],[246874.851345235,6837042.863421674],[246875.035562451,6837021.115950652],[246874.528926432,6837002.921770034],[246870.477754551,6836980.169158739],[246866.807680496,6836967.486978264],[246857.98075367,6836951.068860278],[246848.313022885,6836930.770035566],[246835.543609788,6836908.777356668],[246817.014059692,6836882.59390669],[246799.296678364,6836856.743682015],[246779.379800229,6836829.5420951],[246762.321952166,6836803.686547249],[246737.0423209,6836762.097554234],[246713.586604661,6836723.365374874]]}","chemin rural","2025-12-15","SAINT-ADRIEN","2025-07-31","Chemin du Pont ar Vay"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[230355.561002723,6803281.220171142],[230355.630006659,6803281.208355322],[230380.562098108,6803335.6106582],[230387.162965985,6803358.581967292],[230391.412450734,6803372.508325402],[230395.473460401,6803381.649420899],[230405.24120328,6803399.538600483],[230418.324571175,6803415.922045829],[230435.656481113,6803438.676936068],[230481.856708508,6803487.181641351],[230568.708175506,6803565.258540899],[230613.515203489,6803600.853162166],[230641.489290694,6803645.837264604],[230656.177201639,6803664.156466506],[230664.112141546,6803670.388267489],[230674.909251984,6803674.648304272],[230693.791707853,6803674.046383402],[230721.136644145,6803670.738013643],[230737.817662576,6803668.534927206],[230749.611476692,6803666.271306721],[230749.641940468,6803666.310166588]]}","chemin rural","2026-06-22","MELLIONNEC","2025-12-18","CR21"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[263319.108444295,6827905.255229167],[263319.809828304,6827907.513742367],[263327.27269786,6827925.771480913],[263330.444116976,6827932.381520164],[263340.27431683,6827961.622958942],[263348.948931741,6827985.137473995],[263359.584755229,6828013.902705325],[263368.463081209,6828032.948480022],[263372.50113115,6828039.21173335],[263379.900646117,6828047.932527435],[263389.174092706,6828057.459102654],[263399.019182092,6828066.64513617],[263409.050269386,6828074.328690794],[263415.14570505,6828078.635364556],[263422.167214596,6828080.689470481],[263435.322310924,6828083.574154364],[263438.857497782,6828085.591745125],[263441.667414438,6828088.556791564],[263445.906510672,6828096.450566779],[263450.591239114,6828108.534801545],[263453.274680115,6828114.119456812],[263457.544317312,6828119.361500757],[263462.452980163,6828124.213018454],[263465.806608285,6828129.122024844],[263468.449749787,6828135.175834859],[263470.135589466,6828140.408235706],[263472.153671641,6828143.432578565],[263478.009958039,6828152.520428922],[263481.147947341,6828158.537149325],[263483.041989134,6828162.563121186],[263486.330685005,6828169.26318407],[263489.047707456,6828176.303764611],[263490.49573274,6828182.347817264],[263492.531833932,6828190.927897142],[263494.309220883,6828196.054158801],[263496.156011562,6828200.778282225],[263497.977742709,6828206.496616138],[263499.094758524,6828210.779227046],[263499.62532683,6828215.204996122],[263499.373130914,6828222.467931224],[263499.457694263,6828228.911766063],[263499.648622169,6828235.446859838],[263499.746715978,6828246.057455668],[263499.437020066,6828255.210085158],[263496.944178431,6828267.106281222],[263495.514601478,6828273.266555984],[263493.460382847,6828283.045983382],[263491.158120694,6828294.828621668],[263488.774559863,6828305.525776167],[263487.53184381,6828316.740497619],[263488.174480651,6828325.76942656],[263490.316125552,6828334.796228196],[263492.090675003,6828342.916589561],[263494.437564087,6828351.372102136],[263496.912933535,6828357.178297929]]}","chemin rural","2025-12-15","QUINTIN","2025-03-06","C(58,64,66,56,57,55) commune"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[276684.252044779,6839831.739035604],[276685.28181117,6839826.933370601],[276687.233499959,6839818.276764293],[276690.625406407,6839810.307371509],[276695.428861851,6839802.631258102],[276707.948064134,6839791.819383574],[276727.201593557,6839783.487607188],[276737.980995892,6839781.515015083],[276752.995026036,6839780.422349923],[276763.766355869,6839783.796765441],[276773.369809977,6839790.226387005],[276780.408177981,6839799.614859773],[276785.032898647,6839808.584924774],[276785.033627881,6839808.584561468]]}","chemin rural","2023-05-02","SAINT-BRIEUC","2022-05-09","BL(268) commune BM(441) commune"
